core	model	corpus	opcode	mnemonic	addressing_mode	opcode_group_65c02	cases_run	instruction_status	instruction_failed_opcode	instruction_failed_cases	cycle_count_status	cycle_count_failed_opcode	cycle_count_failed_cases	bus_trace_status	bus_trace_failed_opcode	bus_trace_failed_cases
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB1	LDA	(zero page),Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB2	???	illegal	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB3	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB4	LDY	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB5	LDA	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB6	LDX	zero page,Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB7	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB8	CLV	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xB9	LDA	absolute,Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBA	TSX	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBB	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBC	LDY	absolute,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBD	LDA	absolute,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBE	LDX	absolute,Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xBF	NOP	illegal	nop	10000	failed	1	5023	passed	0	0	failed	1	4977
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC0	CPY	immediate	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC1	CMP	(zero page,X)	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC2	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC3	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC4	CPY	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC5	CMP	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC6	DEC	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC7	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC8	INY	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xC9	CMP	immediate	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCA	DEX	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCB	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCC	CPY	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCD	CMP	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCE	DEC	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xCF	NOP	illegal	nop	10000	failed	1	10000	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD0	BNE	relative	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD1	CMP	(zero page),Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD2	???	illegal	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD3	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD4	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD5	CMP	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD6	DEC	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD7	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD8	CLD	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xD9	CMP	absolute,Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDA	???	illegal	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDB	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDC	NOP	illegal	nop	10000	failed	1	4997	passed	0	0	failed	1	5003
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDD	CMP	absolute,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDE	DEC	absolute,X	functional	10000	passed	0	0	passed	0	0	failed	1	4957
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xDF	NOP	illegal	nop	10000	failed	1	5072	passed	0	0	failed	1	4928
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE0	CPX	immediate	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE1	SBC	(zero page,X)	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE2	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE3	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE4	CPX	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE5	SBC	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE6	INC	zero page	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE7	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE8	INX	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xE9	SBC	immediate	functional	10000	passed	0	0	passed	0	0	failed	1	4988
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xEA	NOP	implied	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xEB	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xEC	CPX	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xED	SBC	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xEE	INC	absolute	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xEF	NOP	illegal	nop	10000	failed	1	10000	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF0	BEQ	relative	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF1	SBC	(zero page),Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF2	???	illegal	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF3	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF4	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF5	SBC	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF6	INC	zero page,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF7	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF8	SED	implied	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xF9	SBC	absolute,Y	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFA	???	illegal	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFB	NOP	illegal	nop	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFC	NOP	illegal	nop	10000	failed	1	5031	passed	0	0	failed	1	4969
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFD	SBC	absolute,X	functional	10000	passed	0	0	passed	0	0	passed	0	0
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFE	INC	absolute,X	functional	10000	passed	0	0	passed	0	0	failed	1	5038
clk	Synertek/ST 65C02	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/synertek65c02/v1	0xFF	NOP	illegal	nop	10000	failed	1	4938	passed	0	0	failed	1	5062
