suite	core	model	test	status	detail
group3	floooh/chips	nmos	held IRQ does not retrigger when RTI restores I set	pass	
group3	floooh/chips	nmos	short IRQ assertion expires before CLI	pass	
group3	floooh/chips	nmos	long IRQ assertion survives until CLI	pass	
group3	floooh/chips	nmos	short IRQ during NMI expires before unmask	pass	
